algorithm,scenario,seed,total_cost,total_emission,service_level,total_reward,total_time,total_delivered,runtime
ClarkeWright,S4_SEVERE,1026,71572.12999999999,99442.68235424774,6.384589207267611e-05,-952.9675886302756,6456.215695281632,412.2631468501359,1.3853628635406494
GeneticAlgorithm,S4_SEVERE,1026,12627.483099999987,16535.77609179996,2.873488550539203e-05,-861.7361227895988,1015.0689333300838,222.39999887794255,1.5283918380737305
MAPPO,S4_SEVERE,1027,3596.4877000000006,4280.731885465631,0.00011023204588102374,-827.7508021791845,193.7297793144203,909.763754561366,0.9086184501647949
NearestNeighbor,S4_SEVERE,1027,54077.6849,73018.61486189856,0.00022886191097935436,-890.7890589882336,4990.474498063355,1801.1253537695873,1.0138819217681885
ClarkeWright,S4_SEVERE,1027,63253.22139999997,87469.24876303173,5.973162222184301e-05,-939.0956396541001,5399.372652161922,334.5631470169823,0.8982744216918945
GeneticAlgorithm,S4_SEVERE,1027,12213.521899999985,14768.888419776664,4.4923854892239956e-05,-856.0224365385776,716.3580435406338,343.4631470728617,1.0833280086517334
MAPPO,S4_SEVERE,1028,20507.495799999997,25439.97408309792,0.00016156772100188314,-852.4028062175104,1726.0993032022466,1185.7606752305114,0.8005363941192627
NearestNeighbor,S4_SEVERE,1028,53827.98790000001,72572.5149410594,0.00020229732096558396,-899.2564662875596,4638.592977689763,1652.9058833033496,0.8931834697723389
ClarkeWright,S4_SEVERE,1028,69565.69279999998,96163.12446013639,8.740100245095739e-05,-949.0360866286305,5420.229954815482,557.2631469521158,0.8201115131378174
GeneticAlgorithm,S4_SEVERE,1028,15358.415100000002,17657.17913209055,5.720835062205304e-05,-870.1271628640867,1205.2699339462686,426.60871732538726,0.9476521015167236
MAPPO,S4_SEVERE,1029,36843.75979999999,51459.81217342253,0.00010293525936673801,-883.2246232536793,2873.3496834654675,831.9145025089798,0.7312319278717041
NearestNeighbor,S4_SEVERE,1029,52406.861200000014,70759.28872756039,0.00024058181373719738,-878.2584704424634,4633.985542329036,1880.9741307969173,0.8453021049499512
ClarkeWright,S4_SEVERE,1029,71752.081,99147.03077712268,8.02436088667958e-05,-952.7424743657033,6288.797016228086,501.06314671965765,0.8529174327850342
GeneticAlgorithm,S4_SEVERE,1029,7803.981599999998,12258.860901082142,2.630614238610979e-05,-860.8099722930461,562.7793570525002,178.2999994277954,0.9452793598175049
